epoch,train_loss,train_accuracy,test_loss,test_accuracy,train_gate_0,train_gate_1,train_gate_2,test_gate_0,test_gate_1,test_gate_2
1.0,0.5911474885940552,0.9139999747276306,0.7606143515110015,0.8080000281333923,0.1999993622303009,0.08714064210653305,0.7128599882125854,0.16746459901332855,0.08899739384651184,0.7435380220413208
2.0,0.22187385630607606,0.9599999785423279,0.4465819079875946,0.8550000190734863,0.14154596626758575,0.031556859612464905,0.8268972039222717,0.11961816251277924,0.029869817197322845,0.8505120873451233
3.0,0.11503087350726128,0.9764999747276306,0.33819983500242234,0.8809999823570251,0.12503349781036377,0.023219410330057144,0.8517470955848694,0.11187133938074112,0.013499032706022263,0.8746296167373657
4.0,0.06883296278119087,0.9894999861717224,0.2869638710021973,0.9024999737739563,0.11724450439214706,0.026488924399018288,0.8562666177749634,0.11413407325744629,0.012343131005764008,0.8735228180885315
5.0,0.047782893985509875,0.9940000176429749,0.2656310102939606,0.906499981880188,0.11452661454677582,0.02594091184437275,0.8595324754714966,0.11616066843271255,0.010951252654194832,0.8728880882263184
6.0,0.035322322979569436,0.9975000023841858,0.2535593259334564,0.9104999899864197,0.1121135950088501,0.02496909350156784,0.8629173636436462,0.11476794630289078,0.010590254329144955,0.8746418356895447
7.0,0.027323871433734895,0.9990000128746033,0.24103075939416885,0.9169999957084656,0.10420317947864532,0.024780739098787308,0.8710160851478577,0.10597720742225647,0.011147817596793175,0.8828750252723694
8.0,0.02217692967504263,0.9990000128746033,0.2401193047761917,0.9175000190734863,0.10778594017028809,0.025854336097836494,0.8663596510887146,0.10894932597875595,0.011612209491431713,0.8794384598731995
9.0,0.018694669336080553,0.9994999766349792,0.24090366864204407,0.9164999723434448,0.11177174746990204,0.026663973927497864,0.8615643382072449,0.11200477927923203,0.012024551630020142,0.8759706616401672
10.0,0.016019249819219112,1.0,0.23711579257249832,0.9190000295639038,0.11220322549343109,0.027062881737947464,0.8607338666915894,0.11154763400554657,0.012257457710802555,0.876194953918457
11.0,0.013912929475307464,1.0,0.23372798603773118,0.9194999933242798,0.11154492199420929,0.02709256485104561,0.8613625764846802,0.11190443485975266,0.011931357905268669,0.8761641383171082
12.0,0.0127644625864923,0.9994999766349792,0.23715454214811324,0.9185000061988831,0.11527414619922638,0.02824823558330536,0.8564776182174683,0.1166360154747963,0.012495094910264015,0.8708689212799072
13.0,0.011401581771671773,1.0,0.22528741019964219,0.9254999756813049,0.11005458235740662,0.029188625514507294,0.8607568144798279,0.10800182819366455,0.013668677769601345,0.8783295154571533
14.0,0.01036399620398879,1.0,0.22291457414627075,0.925000011920929,0.11111214011907578,0.029549725353717804,0.8593381643295288,0.10722804069519043,0.014019680209457874,0.8787522912025452
15.0,0.009440228268504143,1.0,0.2271898888349533,0.921500027179718,0.11697447299957275,0.02973221242427826,0.8532933592796326,0.11290498822927475,0.01384296640753746,0.8732520341873169
16.0,0.00880301459878683,1.0,0.23095911037921907,0.9175000190734863,0.12098893523216248,0.030179275199770927,0.8488317728042603,0.11729998886585236,0.01397878210991621,0.8687211871147156
17.0,0.00794911116361618,1.0,0.22558869808912277,0.9190000295639038,0.11795753240585327,0.031045496463775635,0.8509969711303711,0.11496245861053467,0.014530818909406662,0.8705067038536072
18.0,0.007344588350504637,1.0,0.22340927970409394,0.9204999804496765,0.11717640608549118,0.03181064873933792,0.8510129451751709,0.11479780822992325,0.014858310110867023,0.8703439235687256
19.0,0.006909627053886652,1.0,0.22808100080490112,0.9194999933242798,0.119599349796772,0.032583534717559814,0.8478171229362488,0.11811193078756332,0.015113594941794872,0.8667744398117065
20.0,0.006545817688107491,1.0,0.2310286516547203,0.9179999828338623,0.12180172652006149,0.03366262838244438,0.8445355892181396,0.12020883709192276,0.015831779688596725,0.8639593720436096
21.0,0.00619065285474062,1.0,0.23189159387350083,0.9190000295639038,0.12282261997461319,0.035327330231666565,0.8418501019477844,0.12114564329385757,0.017005406320095062,0.8618489503860474
22.0,0.005839344553649426,1.0,0.23172438454627992,0.9194999933242798,0.12327253818511963,0.03635945916175842,0.8403680324554443,0.12123003602027893,0.017685065045952797,0.8610848784446716
23.0,0.0054933563824743036,1.0,0.2317923287153244,0.9190000295639038,0.12399143725633621,0.03613255172967911,0.8398760557174683,0.1218886598944664,0.017581962049007416,0.8605294227600098
24.0,0.005206509824842214,1.0,0.23254574874043465,0.9190000295639038,0.12486374378204346,0.036829642951488495,0.8383066058158875,0.12237724661827087,0.018342742696404457,0.8592800498008728
25.0,0.005014473546296358,1.0,0.2334702957868576,0.9204999804496765,0.1256507784128189,0.03948468342423439,0.8348644971847534,0.12287396937608719,0.02061382494866848,0.856512188911438
26.0,0.004774770649150014,1.0,0.2339609076976776,0.9204999804496765,0.12566573917865753,0.04158686846494675,0.8327473998069763,0.12324846535921097,0.02279564179480076,0.853955864906311
27.0,0.004490177500993013,1.0,0.23214299187064172,0.9204999804496765,0.12503056228160858,0.04007858783006668,0.8348908424377441,0.12260174751281738,0.02249392680823803,0.854904294013977
28.0,0.0044157895799726244,1.0,0.23582947021722794,0.9190000295639038,0.1269223690032959,0.046605970710515976,0.8264716863632202,0.12402991950511932,0.02921663410961628,0.8467534780502319
29.0,0.004166644452139735,1.0,0.23328601789474487,0.9185000061988831,0.1266709864139557,0.04724171385169029,0.8260872960090637,0.12308914214372635,0.029305046424269676,0.84760582447052
30.0,0.0041627797260880475,1.0,0.23337177568674086,0.9175000190734863,0.12721484899520874,0.0540095716714859,0.8187756538391113,0.12287546694278717,0.034918226301670074,0.8422063589096069
31.0,0.003849094113335013,1.0,0.23580874919891356,0.9175000190734863,0.12877808511257172,0.04952096939086914,0.821700930595398,0.12497804313898087,0.031313225626945496,0.8437087535858154
32.0,0.004151934068650007,1.0,0.23856378239393233,0.9154999852180481,0.1295100450515747,0.06255879998207092,0.807931125164032,0.12549170851707458,0.0460745170712471,0.8284337520599365
33.0,0.003533702474087477,1.0,0.23670047909021377,0.9150000214576721,0.12922751903533936,0.052550505846738815,0.8182219862937927,0.1253339797258377,0.034887976944446564,0.8397780656814575
34.0,0.003974874634295702,1.0,0.2388017926812172,0.9120000004768372,0.12935182452201843,0.07361390441656113,0.7970342040061951,0.12576428055763245,0.058396920561790466,0.8158388137817383
35.0,0.0033802977707237006,1.0,0.2383038508296013,0.9129999876022339,0.1304008811712265,0.06460658460855484,0.8049925565719604,0.12726138532161713,0.046772487461566925,0.8259661793708801
36.0,0.003763585424050689,1.0,0.23715265530347823,0.9150000214576721,0.12970894575119019,0.08395049721002579,0.7863406538963318,0.12631073594093323,0.06966174393892288,0.8040274381637573
37.0,0.0034197742138057947,1.0,0.24532799428701402,0.9125000238418579,0.13313186168670654,0.08162553608417511,0.7852425575256348,0.12996067106723785,0.06685057282447815,0.8031887412071228
38.0,0.003463685516268015,1.0,0.23749403393268584,0.9154999852180481,0.13058441877365112,0.09413646906614304,0.7752791047096252,0.12636572122573853,0.08369462937116623,0.7899397015571594
39.0,0.0031864615064114334,1.0,0.23714313113689423,0.9154999852180481,0.1313468962907791,0.0946555882692337,0.7739975452423096,0.1273363083600998,0.08426124602556229,0.7884024381637573
40.0,0.0033534432956948876,1.0,0.2411336576938629,0.9144999980926514,0.1325843781232834,0.10661282390356064,0.7608028650283813,0.1287708580493927,0.09805955737829208,0.7731696367263794
41.0,0.0030682071447372438,1.0,0.23854113119840623,0.9150000214576721,0.13186605274677277,0.10895933210849762,0.759174644947052,0.1278630495071411,0.10048352181911469,0.771653413772583
42.0,0.0030650574136525392,1.0,0.24376509249210357,0.9125000238418579,0.13330547511577606,0.11598754674196243,0.7507069706916809,0.13013556599617004,0.10864962637424469,0.7612147927284241
43.0,0.002969230988994241,1.0,0.2459678511619568,0.9110000133514404,0.13395950198173523,0.12071168422698975,0.7453287839889526,0.1313887983560562,0.11425334215164185,0.7543578743934631
44.0,0.002757696779444814,1.0,0.24364191776514052,0.9125000238418579,0.13421739637851715,0.12119627743959427,0.7445863485336304,0.13131822645664215,0.11500182747840881,0.7536799907684326
45.0,0.0026938149658963084,1.0,0.2443528310060501,0.9129999876022339,0.1346469223499298,0.12559588253498077,0.7397571802139282,0.131387859582901,0.11909827589988708,0.7495138645172119
46.0,0.00268837639503181,1.0,0.24526588559150697,0.9114999771118164,0.13510066270828247,0.1313246488571167,0.7335747480392456,0.1312064677476883,0.12408293038606644,0.7447106242179871
47.0,0.002501951013691723,1.0,0.24428417164087296,0.9120000004768372,0.1351284682750702,0.13200299441814423,0.7328685522079468,0.1311454176902771,0.12492651492357254,0.7439280152320862
48.0,0.002439686403609812,1.0,0.24847697886824607,0.9110000133514404,0.13679808378219604,0.13379733264446259,0.729404628276825,0.1336764246225357,0.1257837414741516,0.7405398488044739
49.0,0.002430801664479077,1.0,0.2496203208565712,0.9110000133514404,0.13710075616836548,0.13837622106075287,0.7245230078697205,0.13350369036197662,0.12937073409557343,0.7371256351470947
50.0,0.0023207761542871595,1.0,0.24342723286151885,0.9125000238418579,0.13523434102535248,0.14119064807891846,0.7235749959945679,0.1308649182319641,0.13180702924728394,0.737328052520752
51.0,0.0023054430186748506,1.0,0.25000009524822236,0.9104999899864197,0.13768497109413147,0.1432279795408249,0.7190870642662048,0.13413189351558685,0.1332690715789795,0.7325990200042725
52.0,0.0022028910545632244,1.0,0.2511344649195671,0.9114999771118164,0.137834832072258,0.14448508620262146,0.717680037021637,0.13521505892276764,0.13355231285095215,0.7312326431274414
53.0,0.0021452220706269145,1.0,0.2429285161793232,0.9144999980926514,0.13556814193725586,0.1468389928340912,0.7175928354263306,0.13194610178470612,0.1350330114364624,0.7330209016799927
54.0,0.0021674026772379876,1.0,0.25003249356150625,0.9114999771118164,0.13821515440940857,0.14982561767101288,0.711959183216095,0.13509812951087952,0.1367611438035965,0.7281407713890076
55.0,0.0020746067967265846,1.0,0.24938452440500258,0.9104999899864197,0.13875730335712433,0.15046799182891846,0.7107747197151184,0.13526244461536407,0.1372280716896057,0.7275094985961914
56.0,0.0019660599343478678,1.0,0.2487342831045389,0.9125000238418579,0.13932016491889954,0.15024903416633606,0.7104308009147644,0.1361536681652069,0.13596795499324799,0.7278783917427063
57.0,0.0019674371229484676,1.0,0.25310631246864795,0.9104999899864197,0.14064356684684753,0.15298254787921906,0.706373929977417,0.1383865773677826,0.13801051676273346,0.7236028909683228
58.0,0.0019561025267466905,1.0,0.24936148099601269,0.9125000238418579,0.13977769017219543,0.15691320598125458,0.7033091187477112,0.13631632924079895,0.14136531949043274,0.7223182320594788
59.0,0.0019007404698058964,1.0,0.2454335770010948,0.9120000004768372,0.1391594260931015,0.15832971036434174,0.7025108933448792,0.1345386952161789,0.14286285638809204,0.7225984930992126
60.0,0.0018662842186167837,1.0,0.2533656271994114,0.9104999899864197,0.1417171210050583,0.15896116197109222,0.6993218064308167,0.13774089515209198,0.1434701383113861,0.7187889814376831
61.0,0.001738632527180016,1.0,0.228378993332386,0.9204999804496765,0.13398262858390808,0.16043387353420258,0.7055835127830505,0.12438295036554337,0.14387400448322296,0.7317430377006531
62.0,0.001785620710812509,1.0,0.2359063954204321,0.9175000190734863,0.13558968901634216,0.16366644203662872,0.7007439136505127,0.1262086182832718,0.14642614126205444,0.727365255355835
63.0,0.001796580652706325,1.0,0.2501751899421215,0.9110000133514404,0.14105571806430817,0.16312538087368011,0.6958189010620117,0.13390129804611206,0.14611497521400452,0.719983696937561
64.0,0.0017123315795324742,1.0,0.25162771543860435,0.9114999771118164,0.14053364098072052,0.16477611660957336,0.6946901679039001,0.1346427947282791,0.1475072056055069,0.7178499698638916
65.0,0.0016632942804135381,1.0,0.24908094380795956,0.9125000238418579,0.1387578696012497,0.1679118126630783,0.6933304071426392,0.13332022726535797,0.14944937825202942,0.7172303795814514
66.0,0.0016515161036513746,1.0,0.25349425430595873,0.9104999899864197,0.14024707674980164,0.16868314146995544,0.6910698413848877,0.1358233094215393,0.14943915605545044,0.7147375345230103
67.0,0.0015659750499762595,1.0,0.2535968911796808,0.9089999794960022,0.14072930812835693,0.16781507432460785,0.691455602645874,0.13660059869289398,0.14841382205486298,0.7149856090545654
68.0,0.0015412348033860327,1.0,0.25719951395690444,0.9085000157356262,0.1421239674091339,0.16770145297050476,0.6901746392250061,0.13887926936149597,0.14758485555648804,0.7135359048843384
69.0,0.0015665219947695731,1.0,0.2603330164849758,0.9100000262260437,0.1424732506275177,0.17136581242084503,0.6861608624458313,0.13953058421611786,0.1505579650402069,0.709911584854126
70.0,0.001556304006371647,1.0,0.2643693924844265,0.9079999923706055,0.14307571947574615,0.172932431101799,0.6839918494224548,0.14089053869247437,0.15199917554855347,0.7071102857589722
71.0,0.001474712944123894,1.0,0.2662339744716883,0.9070000052452087,0.1435641199350357,0.17210040986537933,0.684335470199585,0.1417650580406189,0.15246666967868805,0.7057682871818542
72.0,0.0014481671168468894,1.0,0.2688631495088339,0.9070000052452087,0.14389683306217194,0.17288042604923248,0.6832227110862732,0.14236468076705933,0.1533106118440628,0.7043247818946838
73.0,0.0015085572623647749,1.0,0.27376344011723996,0.9049999713897705,0.14446939527988434,0.1770581752061844,0.6784723997116089,0.1433452069759369,0.1575077772140503,0.69914710521698
74.0,0.0013916744934394955,1.0,0.26651243203878405,0.9070000052452087,0.14347869157791138,0.17562881112098694,0.6808924674987793,0.14266721904277802,0.15612417459487915,0.7012085914611816
75.0,0.0014045398505404592,1.0,0.267532043248415,0.9075000286102295,0.14394482970237732,0.17747505009174347,0.678580105304718,0.14407303929328918,0.15646851062774658,0.6994584798812866
76.0,0.001352397062815726,1.0,0.26155733174085616,0.9079999923706055,0.1436901092529297,0.17673620581626892,0.6795737147331238,0.14300225675106049,0.15002234280109406,0.7069754600524902
77.0,0.0013643767037428915,1.0,0.2653615779876709,0.9070000052452087,0.1450062394142151,0.17801448702812195,0.6769793033599854,0.1445132941007614,0.15063023567199707,0.7048564553260803
78.0,0.0013413630425930024,1.0,0.2668677307665348,0.9075000286102295,0.14527346193790436,0.17958597838878632,0.6751406192779541,0.14462189376354218,0.15288624167442322,0.702491819858551
79.0,0.0013142488156445324,1.0,0.2708751786351204,0.906499981880188,0.14661413431167603,0.17991021275520325,0.6734756231307983,0.1462136209011078,0.15474069118499756,0.699045717716217
80.0,0.0013072426225990057,1.0,0.2667366126179695,0.9079999923706055,0.14556777477264404,0.18308639526367188,0.6713458299636841,0.1439107358455658,0.15878364443778992,0.6973056793212891
81.0,0.0012504050959832966,1.0,0.26440104220807553,0.9089999794960022,0.14559811353683472,0.18284234404563904,0.6715595722198486,0.14316609501838684,0.15721799433231354,0.6996158957481384
82.0,0.0012752823880873621,1.0,0.2721188685297966,0.906000018119812,0.14760839939117432,0.18322640657424927,0.6691651344299316,0.1454859972000122,0.15609753131866455,0.6984164714813232
83.0,0.0011885898290202022,1.0,0.2570501148030162,0.9104999899864197,0.14396777749061584,0.18461555242538452,0.6714167594909668,0.1395758092403412,0.15843075513839722,0.701993465423584
84.0,0.00470556586701423,0.9990000128746033,0.22172942442446947,0.9229999780654907,0.13510413467884064,0.18374066054821014,0.6811552047729492,0.12188053131103516,0.15959402918815613,0.7185254096984863
85.0,0.002477975352667272,0.9994999766349792,0.30967577558010817,0.8945000171661377,0.1445232331752777,0.1908084750175476,0.6646683216094971,0.15079399943351746,0.16433171927928925,0.6848742961883545
86.0,0.005530832255259156,0.9990000128746033,0.22260103516280652,0.9240000247955322,0.11757013201713562,0.18670521676540375,0.695724606513977,0.11153796315193176,0.162155419588089,0.7263066172599792
87.0,0.0032860706807114185,0.9994999766349792,0.3503775327578187,0.8914999961853027,0.13583894073963165,0.19358499348163605,0.6705760359764099,0.16663026809692383,0.1564439833164215,0.6769257187843323
88.0,0.0010643845098093152,1.0,0.2553408648893237,0.9175000190734863,0.1168256551027298,0.18839839100837708,0.6947758793830872,0.1149849146604538,0.15991725027561188,0.7250978350639343
89.0,0.0012779612592421473,1.0,0.28984333128482104,0.9089999794960022,0.12171251326799393,0.19665274024009705,0.681634783744812,0.11364360898733139,0.166379913687706,0.7199764251708984
90.0,0.0013414513603784144,1.0,0.3077584142386913,0.9035000205039978,0.12943507730960846,0.19286590814590454,0.6776989698410034,0.12737001478672028,0.1606062650680542,0.7120237350463867
91.0,0.0010660064765252173,1.0,0.30026283007860183,0.9070000052452087,0.12872274219989777,0.18969443440437317,0.6815828084945679,0.12886691093444824,0.15540249645709991,0.7157306671142578
92.0,0.0010973798241466284,1.0,0.30366944290697573,0.906499981880188,0.1300801783800125,0.1950840801000595,0.674835741519928,0.13259431719779968,0.1598767340183258,0.7075289487838745
93.0,0.0012081031743437051,1.0,0.31077391261607407,0.9045000076293945,0.13304370641708374,0.19913439452648163,0.6678218841552734,0.13627304136753082,0.158822163939476,0.7049048542976379
94.0,0.0010529601513408124,1.0,0.3089804871529341,0.906499981880188,0.13378490507602692,0.19397804141044617,0.6722370386123657,0.13732241094112396,0.1511515974998474,0.7115259766578674
95.0,0.0010492934263311327,1.0,0.31383197828382253,0.906000018119812,0.13539864122867584,0.19657213985919952,0.6680293083190918,0.14014838635921478,0.15160036087036133,0.7082512974739075
96.0,0.0010909717539325356,1.0,0.3213980827257037,0.9024999737739563,0.1377769410610199,0.20000922679901123,0.6622138023376465,0.14309410750865936,0.1549687683582306,0.7019371390342712
97.0,0.0010387512021698057,1.0,0.3125435431152582,0.9049999713897705,0.13676717877388,0.20147450268268585,0.661758303642273,0.13424398005008698,0.1579878181219101,0.7077682614326477
98.0,0.0009888219982385636,1.0,0.30990011962503194,0.9070000052452087,0.13781678676605225,0.2001883089542389,0.6619949340820312,0.13147637248039246,0.15779083967208862,0.7107328176498413
99.0,0.0009564717970788479,1.0,0.3041622251421213,0.9089999794960022,0.1366301327943802,0.2005593329668045,0.6628105640411377,0.12861035764217377,0.1575380563735962,0.7138515710830688
100.0,0.0009563790932297706,1.0,0.3058482821509242,0.9085000157356262,0.13859720528125763,0.20032408833503723,0.661078691482544,0.13147324323654175,0.15743128955364227,0.7110955119132996
101.0,0.0009729222129099071,1.0,0.3133632621988654,0.906499981880188,0.14231066405773163,0.19972458481788635,0.6579647064208984,0.13657738268375397,0.15637192130088806,0.7070507407188416
102.0,0.0009426936255767941,1.0,0.3129260400980711,0.9070000052452087,0.14213667809963226,0.200266495347023,0.6575968265533447,0.1349857598543167,0.1570495069026947,0.7079647183418274
103.0,0.0008982333224266767,1.0,0.3110823053866625,0.9100000262260437,0.14119552075862885,0.1990460753440857,0.659758448600769,0.13320855796337128,0.1579868346452713,0.7088046073913574
104.0,0.0008714107922278344,1.0,0.3108192902803421,0.909500002861023,0.1409529596567154,0.19782300293445587,0.6612240076065063,0.1344163566827774,0.15734346210956573,0.7082402110099792
105.0,0.0008697221362963319,1.0,0.3148596636131406,0.9085000157356262,0.1428171545267105,0.1983935683965683,0.6587892770767212,0.1379392445087433,0.15749362111091614,0.7045671343803406
106.0,0.0009186303750611842,1.0,0.3196582588031888,0.9075000286102295,0.14481806755065918,0.20169129967689514,0.6534906625747681,0.14157593250274658,0.16059741377830505,0.6978267431259155
107.0,0.0009376440076157451,1.0,0.32298232842236757,0.9049999713897705,0.14631159603595734,0.20294933021068573,0.6507390737533569,0.14441190659999847,0.16128551959991455,0.694302499294281
108.0,0.0008215216738171876,1.0,0.3200216251462698,0.9075000286102295,0.14340633153915405,0.20264343917369843,0.6539502739906311,0.1435549557209015,0.15950024127960205,0.6969448328018188
109.0,0.0008324705539271235,1.0,0.32214648193120954,0.9075000286102295,0.14302535355091095,0.2054980993270874,0.6514765620231628,0.14408981800079346,0.16163820028305054,0.694271981716156
110.0,0.0008822593749500811,1.0,0.3220231853350997,0.9049999713897705,0.14357489347457886,0.20903661847114563,0.6473885774612427,0.14404477179050446,0.16546086966991425,0.6904942989349365
111.0,0.0008058942197822034,1.0,0.319369406491518,0.9054999947547913,0.14420229196548462,0.2061481922864914,0.6496495604515076,0.14326082170009613,0.16449430584907532,0.6922448873519897
112.0,0.0008317614076659084,1.0,0.3247275474742055,0.9039999842643738,0.14675259590148926,0.20710156857967377,0.6461458206176758,0.14558453857898712,0.16612139344215393,0.6882940530776978
113.0,0.0008137530907988548,1.0,0.3188060005903244,0.9054999947547913,0.14630825817584991,0.20706439018249512,0.6466273069381714,0.14064183831214905,0.16740535199642181,0.6919528245925903
114.0,0.0007236544291954487,1.0,0.30707633593678474,0.909500002861023,0.14305023849010468,0.2068062126636505,0.650143563747406,0.1348302811384201,0.1691066026687622,0.6960631608963013
115.0,0.0008298078891821205,1.0,0.3124791029989719,0.9070000052452087,0.14557042717933655,0.21306714415550232,0.6413624286651611,0.13741520047187805,0.17677050828933716,0.6858143210411072
116.0,0.0008113340809941292,1.0,0.31294129548966887,0.9075000286102295,0.14701412618160248,0.21357664465904236,0.6394091844558716,0.1377410888671875,0.17850744724273682,0.6837514638900757
117.0,0.0007626485461369156,1.0,0.31404861609637735,0.9070000052452087,0.14826810359954834,0.21288682520389557,0.6388450860977173,0.1385505199432373,0.17923256754875183,0.6822168827056885
118.0,0.0008482708958908916,1.0,0.32067545808851716,0.906499981880188,0.1498303860425949,0.2192363291978836,0.6309332847595215,0.14079509675502777,0.18752099573612213,0.6716839075088501
119.0,0.000731086544226855,1.0,0.3175695024728775,0.9045000076293945,0.15004652738571167,0.21610376238822937,0.6338497400283813,0.14138561487197876,0.18201443552970886,0.6765999794006348
120.0,0.0007853453690186143,1.0,0.3210692738741636,0.9035000205039978,0.15222957730293274,0.22119785845279694,0.6265724897384644,0.1441417634487152,0.18813122808933258,0.6677270531654358
121.0,0.0008015130078420043,1.0,0.32248924846202137,0.902999997138977,0.1536952704191208,0.22448228299617767,0.6218224763870239,0.14626161754131317,0.19374825060367584,0.659990131855011
122.0,0.000741799246519804,1.0,0.3201083186715841,0.9045000076293945,0.1544533371925354,0.22285079956054688,0.6226958632469177,0.14768093824386597,0.1932123601436615,0.6591066718101501
123.0,0.0007942905277013778,1.0,0.3243320650756359,0.902999997138977,0.15558254718780518,0.2273937463760376,0.6170236468315125,0.14963190257549286,0.20000280439853668,0.6503653526306152
124.0,0.0007596400091424584,1.0,0.32434110846370456,0.902999997138977,0.1566130816936493,0.22693081200122833,0.6164560914039612,0.15090645849704742,0.19984017312526703,0.6492533087730408
