epoch,train_loss,train_accuracy,test_loss,test_accuracy,best_test_accuracy,image_scale,diffusion_scale,elapsed_seconds
1.0,0.027578108578920364,1.0,0.3587115599892356,0.9163636565208435,0.9163636565208435,0.021188687533140182,0.021182429045438766,3.2583165168762207
2.0,0.02740409153699875,1.0,0.35844390652396463,0.9163636565208435,0.9163636565208435,0.022729162126779556,0.02270982228219509,4.233343124389648
3.0,0.026936616241931916,1.0,0.3577483315901323,0.9163636565208435,0.9163636565208435,0.024517692625522614,0.024483896791934967,4.663708686828613
4.0,0.026077285945415498,1.0,0.35641579430211673,0.914545476436615,0.9163636565208435,0.026529084891080856,0.02647358551621437,5.541333913803101
5.0,0.024894247740507126,1.0,0.35448193154551766,0.9136363863945007,0.9163636565208435,0.02871602773666382,0.02855389006435871,5.688817501068115
6.0,0.023756039291620255,1.0,0.352158200442791,0.914545476436615,0.9163636565208435,0.030924232676625252,0.030178658664226532,5.889206171035767
7.0,0.02293585343658924,1.0,0.34957410706715153,0.9136363863945007,0.9163636565208435,0.03303397446870804,0.030736707150936127,6.7611243724823
8.0,0.022356525018811226,1.0,0.3468256677822633,0.914545476436615,0.9163636565208435,0.035050168633461,0.030640332028269768,7.206964492797852
9.0,0.02184795078635216,1.0,0.34412518468770115,0.9154545664787292,0.9163636565208435,0.03704198822379112,0.03071211278438568,7.625823736190796
10.0,0.021415871426463128,1.0,0.34162520080804826,0.9154545664787292,0.9163636565208435,0.03893423080444336,0.030916908755898476,8.211378574371338
11.0,0.020957464963197708,1.0,0.3394333310018886,0.9154545664787292,0.9163636565208435,0.04090813919901848,0.03145567700266838,8.468061208724976
12.0,0.02061965438723564,1.0,0.33794187960299577,0.914545476436615,0.9163636565208435,0.04277927428483963,0.032049987465143204,9.111377239227295
13.0,0.020286043390631676,1.0,0.33651644414121457,0.914545476436615,0.9163636565208435,0.04467096924781799,0.032770391553640366,10.190012693405151
14.0,0.02006075292825699,1.0,0.33545782232826404,0.9163636565208435,0.9163636565208435,0.04646027460694313,0.03352334722876549,12.288252830505371
15.0,0.019860927641391753,1.0,0.33499116065827284,0.9163636565208435,0.9163636565208435,0.04823523014783859,0.034371327608823776,14.143052339553833
16.0,0.019637769773602487,1.0,0.3345498580824245,0.9163636565208435,0.9163636565208435,0.05014478787779808,0.03540472313761711,14.62298059463501
17.0,0.01945013026893139,1.0,0.3341753991896456,0.918181836605072,0.918181836605072,0.05205279216170311,0.036451227962970734,15.866416454315186
18.0,0.019345404237508773,1.0,0.33395368120887065,0.918181836605072,0.918181836605072,0.05394882336258888,0.03764253482222557,16.261839151382446
19.0,0.019202732250094414,1.0,0.33365487098693847,0.9190909266471863,0.9190909266471863,0.055845707654953,0.0387185737490654,17.2702157497406
20.0,0.01911732517182827,1.0,0.3339382016387853,0.9190909266471863,0.9190909266471863,0.05776572972536087,0.03986062854528427,17.788042306900024
21.0,0.01897935174405575,1.0,0.3341705504601652,0.918181836605072,0.9190909266471863,0.05970889329910278,0.0410650297999382,18.44164752960205
22.0,0.018886004135012627,1.0,0.3342222985083407,0.9200000166893005,0.9200000166893005,0.06166703626513481,0.04226243495941162,18.7043936252594
23.0,0.01880294069647789,1.0,0.334222589162263,0.9200000166893005,0.9200000166893005,0.0635254755616188,0.04348341375589371,20.14783477783203
24.0,0.018739343360066413,1.0,0.33456625591624867,0.9200000166893005,0.9200000166893005,0.06535946577787399,0.04464755579829216,20.440521001815796
25.0,0.018712047949433326,1.0,0.3354096925800497,0.9209091067314148,0.9209091067314148,0.06714604049921036,0.04580826312303543,20.617304801940918
26.0,0.018608793511986733,1.0,0.33593352003531024,0.9209091067314148,0.9209091067314148,0.06887835264205933,0.047033585608005524,20.91050672531128
27.0,0.018627858251333236,1.0,0.3362009688128125,0.921818196773529,0.921818196773529,0.07053466886281967,0.04814661294221878,21.53006887435913
28.0,0.018561954587697983,1.0,0.33681314007802443,0.921818196773529,0.921818196773529,0.07218208909034729,0.049293287098407745,22.475924730300903
29.0,0.01850109215080738,1.0,0.3376328692923893,0.9209091067314148,0.921818196773529,0.07376712560653687,0.050438109785318375,23.44331431388855
30.0,0.0183726774007082,1.0,0.33765758861194956,0.9209091067314148,0.921818196773529,0.07531105726957321,0.05152583867311478,24.030097484588623
31.0,0.018342219308018683,1.0,0.3387647825750438,0.9200000166893005,0.921818196773529,0.0767565369606018,0.05260787159204483,24.421772956848145
32.0,0.01824430449306965,1.0,0.33936314913359555,0.9209091067314148,0.921818196773529,0.07815006375312805,0.05362270027399063,25.397505521774292
33.0,0.01821741136908531,1.0,0.33982576776634565,0.9209091067314148,0.921818196773529,0.07948069274425507,0.05468997731804848,25.788079023361206
34.0,0.01827842503786087,1.0,0.3410990636998957,0.9200000166893005,0.921818196773529,0.08076074719429016,0.05569416284561157,25.97531533241272
35.0,0.018259499087929724,1.0,0.34208352934230457,0.918181836605072,0.921818196773529,0.08198093622922897,0.05665261298418045,26.135144472122192
36.0,0.01814438709616661,1.0,0.34265814913944764,0.918181836605072,0.921818196773529,0.08309952169656754,0.05751875787973404,26.795315742492676
37.0,0.018192387983202933,1.0,0.3426484524661844,0.9190909266471863,0.921818196773529,0.08410820364952087,0.058344997465610504,27.33962917327881
38.0,0.018162842601537704,1.0,0.3431021628596566,0.9172727465629578,0.921818196773529,0.08512407541275024,0.05908503383398056,29.129531383514404
39.0,0.01823406159877777,1.0,0.34488188291137867,0.9163636565208435,0.921818196773529,0.08613096922636032,0.05985598638653755,29.694525003433228
40.0,0.018094625532627105,1.0,0.3453829819505865,0.9172727465629578,0.921818196773529,0.08710894733667374,0.060611311346292496,30.45017981529236
41.0,0.01802230155467987,1.0,0.34621394076130607,0.9163636565208435,0.921818196773529,0.08804251253604889,0.06137089803814888,31.26512384414673
42.0,0.01817893761396408,1.0,0.3468996134942228,0.9163636565208435,0.921818196773529,0.08891940116882324,0.06207037717103958,32.44140911102295
43.0,0.018067360252141954,1.0,0.3468216310847889,0.9172727465629578,0.921818196773529,0.08979222923517227,0.06275875866413116,33.09914302825928
44.0,0.017922424152493475,1.0,0.3465466696023941,0.9163636565208435,0.921818196773529,0.09076244384050369,0.06346612423658371,35.08138990402222
45.0,0.01796581681072712,1.0,0.34814491751519117,0.9172727465629578,0.921818196773529,0.09163519740104675,0.06413541734218597,35.6440646648407
46.0,0.01814091971516609,1.0,0.3496539447524331,0.9163636565208435,0.921818196773529,0.09242096543312073,0.06477005034685135,36.118531942367554
47.0,0.017898498505353928,1.0,0.3489225766062736,0.9190909266471863,0.921818196773529,0.09326643496751785,0.06537217646837234,36.66618990898132
48.0,0.017862395852804185,1.0,0.3498004659468477,0.9190909266471863,0.921818196773529,0.09404627233743668,0.06601379811763763,37.28926944732666
49.0,0.01803762501478195,1.0,0.35142773991281334,0.9172727465629578,0.921818196773529,0.0947965681552887,0.06662021577358246,39.03430414199829
50.0,0.017809587508440018,1.0,0.3509113164110617,0.9163636565208435,0.921818196773529,0.09553936868906021,0.06712295114994049,39.331629037857056
51.0,0.017857817575335503,1.0,0.3507680401476947,0.9163636565208435,0.921818196773529,0.09627256542444229,0.06776276975870132,39.55578279495239
52.0,0.017974577486515046,1.0,0.35240976257757706,0.9154545664787292,0.921818196773529,0.09700842946767807,0.06846632063388824,39.7348473072052
53.0,0.017910538867115973,1.0,0.35399403899908066,0.914545476436615,0.921818196773529,0.0977557897567749,0.0691220685839653,39.916067600250244
54.0,0.017902186423540117,1.0,0.3550528148358518,0.9154545664787292,0.921818196773529,0.09844502061605453,0.06973470747470856,40.1060893535614
55.0,0.01787026445567608,1.0,0.3549587854743004,0.914545476436615,0.921818196773529,0.09910978376865387,0.07026786357164383,40.28454303741455
56.0,0.017837292611598967,1.0,0.3550885568694635,0.9136363863945007,0.921818196773529,0.0997914969921112,0.07079479098320007,40.45747685432434
57.0,0.017915066167712212,1.0,0.355048971880566,0.9163636565208435,0.921818196773529,0.10044051706790924,0.07124458253383636,40.62869834899902
58.0,0.01801201143860817,1.0,0.3561912595142018,0.9163636565208435,0.921818196773529,0.10106872022151947,0.07168459892272949,40.80370497703552
59.0,0.01787736064195633,1.0,0.35661135269836947,0.9136363863945007,0.921818196773529,0.10174471884965897,0.07225897908210754,41.63895583152771
60.0,0.017883518621325492,1.0,0.357092281173576,0.9136363863945007,0.921818196773529,0.10238166898488998,0.07280176132917404,42.394625186920166
61.0,0.017760846793651582,1.0,0.3559556835618886,0.9127272963523865,0.921818196773529,0.10298380255699158,0.0732937678694725,42.6929075717926
62.0,0.017647360652685164,1.0,0.3551285653493621,0.9136363863945007,0.921818196773529,0.10359890013933182,0.07378072291612625,42.89668822288513
63.0,0.017848373264074326,1.0,0.35785081283612685,0.9127272963523865,0.921818196773529,0.1042051836848259,0.0743136778473854,43.67138338088989
64.0,0.017874463945627212,1.0,0.3590574899586764,0.9163636565208435,0.921818196773529,0.10475169122219086,0.07481662184000015,44.263145446777344
65.0,0.017761754453182222,1.0,0.35926097325303336,0.914545476436615,0.921818196773529,0.1053420677781105,0.07537107169628143,45.17141604423523
66.0,0.017818463817238808,1.0,0.35817926041104575,0.9154545664787292,0.921818196773529,0.10598863661289215,0.07594895362854004,45.387959241867065
67.0,0.017799567639827728,1.0,0.35939779715104536,0.914545476436615,0.921818196773529,0.10657261312007904,0.07644109427928925,45.56773281097412
68.0,0.017817724153399467,1.0,0.3601212637532841,0.9163636565208435,0.921818196773529,0.10700777173042297,0.0769294798374176,45.74989342689514
69.0,0.017972099989652632,1.0,0.35965521836822684,0.9163636565208435,0.921818196773529,0.10746566951274872,0.07725860923528671,45.92409920692444
70.0,0.017751338705420495,1.0,0.35905268002640117,0.9163636565208435,0.921818196773529,0.10799156874418259,0.0775737315416336,46.08902978897095
71.0,0.017687341183423997,1.0,0.36070750271732155,0.914545476436615,0.921818196773529,0.10844557732343674,0.07792207598686218,46.49912667274475
72.0,0.017717251136898995,1.0,0.3604145091230219,0.9154545664787292,0.921818196773529,0.10901488363742828,0.07844680547714233,47.54424071311951
73.0,0.017927785143256186,1.0,0.3621253113313155,0.9136363863945007,0.921818196773529,0.10948381572961807,0.07890599220991135,48.00380039215088
74.0,0.01784998185932636,1.0,0.36160751006819986,0.914545476436615,0.921818196773529,0.10991071164608002,0.07935262471437454,49.72124433517456
75.0,0.017756005838513375,1.0,0.36204802857203916,0.9154545664787292,0.921818196773529,0.11025512963533401,0.07977544516324997,50.00226163864136
76.0,0.01772325685620308,1.0,0.3622725679386746,0.9154545664787292,0.921818196773529,0.11067831516265869,0.08020538091659546,50.268219232559204
77.0,0.017653835147619246,1.0,0.36140568586913024,0.9154545664787292,0.921818196773529,0.1110907644033432,0.08065028488636017,50.8111617565155
78.0,0.01776845243573189,1.0,0.3619400590387258,0.914545476436615,0.921818196773529,0.11156129091978073,0.08113278448581696,51.36777067184448
79.0,0.01780053350329399,1.0,0.3624564173004844,0.914545476436615,0.921818196773529,0.11201425641775131,0.08162057399749756,51.59994101524353
80.0,0.01764978067576885,1.0,0.3616761868650263,0.9154545664787292,0.921818196773529,0.1124010756611824,0.08198917657136917,51.94626259803772
81.0,0.017737316042184828,1.0,0.3623764306306839,0.9163636565208435,0.921818196773529,0.11284980177879333,0.08229751884937286,52.75578546524048
82.0,0.0176374242156744,1.0,0.36354248802770267,0.914545476436615,0.921818196773529,0.11333290487527847,0.08263605087995529,53.18950796127319
83.0,0.01752840107679367,1.0,0.3639569454301487,0.9163636565208435,0.921818196773529,0.11368723958730698,0.08302242308855057,53.61338233947754
84.0,0.017797858104109766,1.0,0.36531643826853144,0.9154545664787292,0.921818196773529,0.11394768953323364,0.08341024070978165,54.03651165962219
85.0,0.017789131417870523,1.0,0.36390813421119345,0.9154545664787292,0.921818196773529,0.11432398110628128,0.08382745832204819,54.2239556312561
86.0,0.017689243465662002,1.0,0.36381466686725616,0.9154545664787292,0.921818196773529,0.1147463396191597,0.0843125432729721,54.43782377243042
87.0,0.017753704994916915,1.0,0.3658508014408025,0.914545476436615,0.921818196773529,0.11516102403402328,0.08478878438472748,55.01024341583252
88.0,0.01766776195168495,1.0,0.3638911774754524,0.914545476436615,0.921818196773529,0.11557530611753464,0.08509545028209686,55.23279070854187
89.0,0.01772072932124138,1.0,0.3637498950416392,0.9163636565208435,0.921818196773529,0.11586783081293106,0.0854153111577034,55.476749897003174
90.0,0.017679047271609308,1.0,0.36292306358164006,0.9163636565208435,0.921818196773529,0.1162094846367836,0.08589763194322586,55.671072483062744
91.0,0.017692692697048186,1.0,0.3638753892616792,0.9163636565208435,0.921818196773529,0.11657684296369553,0.08628076314926147,55.86212468147278
92.0,0.017748430728912353,1.0,0.36445097668604415,0.9163636565208435,0.921818196773529,0.11684100329875946,0.0865987092256546,56.05631732940674
93.0,0.017572802498936654,1.0,0.3641725075244904,0.9163636565208435,0.921818196773529,0.11719416826963425,0.08688846230506897,56.24885845184326
94.0,0.017721665680408477,1.0,0.36392498021776026,0.9172727465629578,0.921818196773529,0.11744825541973114,0.08714568614959717,56.49035954475403
95.0,0.017860725969076157,1.0,0.3657200958241116,0.914545476436615,0.921818196773529,0.11771518737077713,0.08744486421346664,56.721668004989624
96.0,0.01770263235270977,1.0,0.3652657868916338,0.9154545664787292,0.921818196773529,0.11797139793634415,0.08789659291505814,56.91706156730652
97.0,0.01771746025979519,1.0,0.3646758019111373,0.9172727465629578,0.921818196773529,0.11832772195339203,0.08828001469373703,57.109797954559326
98.0,0.017658688634634018,1.0,0.36456128732724624,0.9163636565208435,0.921818196773529,0.11861035227775574,0.08859480172395706,57.54873967170715
99.0,0.017560586810111998,1.0,0.36415076426484366,0.9163636565208435,0.921818196773529,0.11884405463933945,0.08890586346387863,57.88248419761658
100.0,0.01768405646085739,1.0,0.3630940770019184,0.9172727465629578,0.921818196773529,0.11911581456661224,0.08915125578641891,58.68690490722656
101.0,0.017703732550144194,1.0,0.3634229722619057,0.9172727465629578,0.921818196773529,0.1193729043006897,0.08934346586465836,60.67107009887695
102.0,0.01773855923116207,1.0,0.3655768116766756,0.9172727465629578,0.921818196773529,0.1196090579032898,0.0895828828215599,62.06755495071411
103.0,0.01761712008714676,1.0,0.36522341359745375,0.9172727465629578,0.921818196773529,0.1198585107922554,0.08986010402441025,63.10166096687317
104.0,0.017684171199798582,1.0,0.3641272871060805,0.9172727465629578,0.921818196773529,0.12008882313966751,0.09018581360578537,63.63225507736206
105.0,0.017706242188811304,1.0,0.3637876413627104,0.918181836605072,0.921818196773529,0.12030626088380814,0.0905509740114212,63.832791566848755
106.0,0.017718852788209914,1.0,0.36559933708472686,0.9163636565208435,0.921818196773529,0.12058470398187637,0.09081196784973145,64.01736450195312
107.0,0.017696770265698433,1.0,0.3656752719391476,0.9163636565208435,0.921818196773529,0.12072889506816864,0.09103221446275711,64.20340657234192
108.0,0.01766108752787113,1.0,0.3654084525596012,0.9163636565208435,0.921818196773529,0.1209685429930687,0.09131830930709839,64.46595907211304
109.0,0.017695588275790215,1.0,0.36563860378482127,0.9163636565208435,0.921818196773529,0.12134982645511627,0.0916893482208252,65.21237182617188
110.0,0.017750361770391465,1.0,0.3667309642379934,0.9163636565208435,0.921818196773529,0.12171506881713867,0.0920422375202179,66.17858219146729
111.0,0.017546902194619178,1.0,0.3651923408833417,0.9163636565208435,0.921818196773529,0.12204013764858246,0.0923694372177124,67.21996021270752
112.0,0.017520251676440238,1.0,0.3637437872182239,0.9172727465629578,0.921818196773529,0.1221686378121376,0.09264978021383286,67.88706421852112
113.0,0.0177550201267004,1.0,0.3655202190984379,0.9172727465629578,0.921818196773529,0.12229057401418686,0.09299804270267487,68.16603088378906
114.0,0.01769916692376137,1.0,0.3661891203305938,0.9172727465629578,0.921818196773529,0.12243085354566574,0.09332303702831268,68.40360426902771
115.0,0.017722587272524834,1.0,0.36613412217660385,0.9163636565208435,0.921818196773529,0.12255147099494934,0.09360669553279877,68.62225461006165
116.0,0.01775154058635235,1.0,0.3644987373189493,0.9172727465629578,0.921818196773529,0.12276449054479599,0.09389577060937881,69.16295766830444
117.0,0.017510822147130966,1.0,0.36429557662118567,0.9163636565208435,0.921818196773529,0.12299502640962601,0.09413447231054306,69.34323334693909
118.0,0.017659965008497237,1.0,0.366593438251452,0.9163636565208435,0.921818196773529,0.12310407310724258,0.09424132853746414,69.57438921928406
119.0,0.017708276003599168,1.0,0.36727322768081316,0.9154545664787292,0.921818196773529,0.1232859343290329,0.09434949606657028,69.80447268486023
120.0,0.017707951918244362,1.0,0.367316604337909,0.9163636565208435,0.921818196773529,0.12342803180217743,0.09455932676792145,70.02377271652222
